Kind	Id	Http	AcCount	Placeholder	TitleEqId	Status	Title	TrIds	TestIds	BodyPreview
fr	FR-MCP-WIKIEXPORT-002	200	5	False	False	completed	Default wiki export configuration during marker generation			When MCP Server writes a workspace marker file, it must also create a default docs/wiki.yaml if the workspace does not already provide one, so wiki export has an explicit document tree for future GitHub and Azure exports.
fr	FR-MCP-PLUGINCORE-004	200	3	False	False	pending	Reliable plugin session-log dialog parsing			Official McpServer plugins SHALL parse documented dialogItems and dialog payloads, preserve every item, and reject empty or unparseable appendDialog input instead of reporting a successful no-op.
fr	FR-MCP-REPL-009	200	4	False	False	pending	Degraded session-log persistence isolation			The MCP REPL SHALL isolate plugins from MCP Session Log service degradation during session and in-progress turn operations. When a turn closes while the primary service is degraded, the REPL SHALL durably persist the complete turn through a
fr	FR-MCP-PLUGININT-001	200	5	False	False	pending	End-to-end Session Log validation for every agent plugin			The repository family must provide repeatable integration coverage proving that Codex, Claude Code, Claude Cowork, Copilot, Grok, Cline, Cline v2, and OpenCode plugin surfaces complete the canonical Session Log workflow against a real MCP S
fr	FR-MCP-172	200	4	False	False	pending	Failsafe drain does not poison successful plugin calls			A successful workflow.requirements.getFr, getTr, or sessionlog queryHistory SHALL NOT be delayed by a 30s SessionLog.SubmitAsync drain timeout, SHALL NOT print Failsafe queue drain failed for timeout or HTTP 503, SHALL NOT latch drain compl
tr	TR-MCP-HOSTILEREVIEW-001	200	4	False	False	pending	Hostile review request schema and storage			Persist ReviewRequest and QueueItem in EF with three-provider migrations. Reject serialized request JSON over 1048576 bytes before insert. Enforce workspace isolation on submit.
tr	TR-MCP-HOSTILEREVIEW-002	200	3	False	False	pending	Hostile review artifact resolver			Resolver calls supported MCP APIs only. Diagnostics are stored on the request. Successful resolve stores identity and hash when available.
tr	TR-MCP-HOSTILEREVIEW-003	200	2	False	False	pending	Hostile review execution capture			ReviewExecution entity stores model string, effort, agent, plugin/source, template id/version, run id, start/end UTC. Token counts are optional and must not be invented.
tr	TR-MCP-HOSTILEREVIEW-004	200	2	False	False	pending	Findings taxonomy and request-quality schema			Finding.category is an enum of the seven classes. Verdict is AGREE|DISAGREE|UNKNOWN. RequestQualityAssessment has five explicit numeric or ordinal fields.
tr	TR-MCP-HOSTILEREVIEW-005	200	3	False	False	pending	Hostile review query indexes			Query API applies AND across provided dimensions and returns empty list on no match, not an error.
tr	TR-MCP-HOSTILEREVIEW-006	200	2	False	False	pending	No auto-mutation and surface parity			No apply/repair endpoint is registered. REST, REPL, Director, and plugin skill expose the four verbs only and do not write product files from verdicts.
tr	TR-MCP-HYGIENE-001	200	3	False	False	pending	Validation registry and result contract			IWorkspaceValidationService returns a DTO with the required fields. Unknown rule codes emit diagnostics. Clean workspace returns zero findings.
tr	TR-MCP-HYGIENE-002	200	5	False	False	pending	Traceability rule implementations			Each rule emits a finding with record id and evidence. TEST exclusion only if a documented rule says so.
tr	TR-MCP-HYGIENE-003	200	6	False	False	pending	TODO consistency rule implementations			Each mismatch emits a finding with the TODO id and evidence of the contradicting fields.
tr	TR-MCP-HYGIENE-004	200	6	False	False	pending	Stale-turn clock and triage domain enum			IUtcClock is injectable. Threshold default 48h. Triage states come from the live domain model. Auth, cancellation, and pagination are enforced.
tr	TR-MCP-HYGIENE-005	200	4	False	False	pending	Hygiene surface adapters and Director exit codes			Four surfaces call the same service. Director maps Error/Critical to exit 1 and Warning-only to exit 0. JSON always written. No repair methods.
tr	TR-MCP-WIKIEXPORT-003	200	4	False	False	pending	Dump schema and export flag			schemaVersion mcp-wiki-dump/v1. SHA-256 per table plus root hash. Flag default off. tables[] uses McpDbContext DbSet names.
tr	TR-MCP-WIKIEXPORT-004	200	4	False	False	pending	Import remap and dump parameter binding			Bind --dump to WorkspaceController.CreateAsync. Remap workspace id, paths, FKs. Idempotent re-import. Reject malformed dump, version mismatch, missing tables, unsafe path.
tr	TR-MCP-WIKIEXPORT-005	200	3	False	False	pending	todo.yaml archive and conflict diagnostics			Discovery classifies generated/shadow/deprecated. Archive is copy then optional remove with report. Conflict diagnostic includes both paths.
tr	TR-MCP-PLUGINCORE-004	200	2	False	False	pending	Dictionary-safe plugin dialog parsing			The canonical PowerShell plugin core SHALL read dialogItems and dialog from IDictionary and property-backed parameter objects and SHALL fail closed when no dialog items are parsed.
tr	TR-MCP-PLUGINCORE-005	200	2	False	False	pending	PowerShell.MCP cross-volume text-edit workaround documented			Operator guidance SHALL document the PowerShell.MCP cross-volume text-edit workaround in the PowerShell.Mcp Command Routing block: the text-edit cmdlets (Add-LinesToFile/Update-LinesInFile/Update-MatchInFile/Remove-LinesFromFile) stage a re
tr	TR-MCP-REPL-010	200	4	False	False	pending	Independent REPL session-log persistence strategies			McpServer.Repl.Core SHALL define separate primary MCP and filesystem failsafe session-log persistence strategies plus a failover coordinator. REPL session-log persistence calls SHALL route through the coordinator, suppress degraded notifica
tr	TR-MCP-REPL-011	200	2	False	False	pending	PascalCase session-id agent + openSession persistence			Composed plugin session ids SHALL use a PascalCase source-type agent segment (never lowercase 'default' or a lowercase host key) so they satisfy the server sessionId regex ^[A-Z][A-Za-z0-9]*-\d{8}T\d{6}Z-[a-z0-9]+(?:-[a-z0-9]+)*$; and workf
tr	TR-MCP-REPL-012	200	3	False	False	pending	Per-method REPL invocation timeout			REPL invocation timeouts SHALL be resolved per method: long-running requirement/agent methods (workflow.todo.analyzeRequirements, workflow.requirements.generateDocument/ingestDocument/analyze*, client.Requirements.Analyze*) SHALL use an ext
tr	TR-MCP-REPL-013	200	1	False	False	pending	Marker-bearing current directory outranks inherited workspace env for repl resolution			A marker-bearing current directory SHALL outrank inherited workspace environment variables when the repl bridge resolves the active workspace, so a hook launched from the correct repo binds to that repo's marker rather than a stale inherite
tr	TR-MCP-PERSIST-003	200	3	False	False	pending	Failsafe drain inspects errors without Write-Error Stop skip			Invoke-ReplFailsafeDrain SHALL inspect Invoke-ReplRaw failures without Write-Error under ErrorActionPreference Stop skipping Test-ReplFailsafeBackendUnreachable. Drain of SessionLog.SubmitAsync SHALL abort on timeout/503 without incrementin
tr	TR-MCP-PLUGININT-001	200	6	False	False	pending	Shared multi-plugin Session Log integration harness			A central integration test harness must drive each plugin repository through its supported entrypoint against one disposable real MCP Server workspace, use a shared scenario catalog, and add aiUnit semantic validation without replacing dete
test	TEST-MCP-HOSTILEREVIEW-001	200	1	False	False	pending	Hostile review submit and entity round-trip tests			HostileReviewEntity_RoundTrip_SqlitePgSqlServer; HostileReviewSubmit_ValidRequest_CreatesQueueItem; HostileReviewSubmit_OversizedPayload_Rejected; HostileReviewSubmit_ForeignWorkspace_403.
test	TEST-MCP-HOSTILEREVIEW-002	200	1	False	False	pending	Hostile review artifact diagnostic tests			HostileReviewSubmit_MissingArtifact_ReturnsDiagnosticNotSilentOmit; HostileReviewSubmit_StaleOrUnauthorizedLink_Diagnostic; HostileReviewSubmit_AmbiguousLink_Diagnostic.
test	TEST-MCP-HOSTILEREVIEW-003	200	1	False	False	pending	Hostile review execution capture tests			HostileReviewExecution_RecordsModelEffortAgentTemplateRunId; HostileReviewExecution_OmitsFabricatedTokenCounts.
test	TEST-MCP-HOSTILEREVIEW-004	200	1	False	False	pending	Hostile review findings taxonomy tests			HostileReviewGet_NormalizedFindings_TaxonomyComplete; HostileReview_RequestQuality_ScoresDisclosureScopeObjectiveConfidenceContext.
test	TEST-MCP-HOSTILEREVIEW-005	200	1	False	False	pending	Hostile review query tests			HostileReviewQuery_ByModelAndEffort_ReturnsOnlyMatchingRuns; HostileReviewQuery_ByRequesterAndTargetType_AndFilters; HostileReviewQuery_NoMatch_EmptyList.
test	TEST-MCP-HOSTILEREVIEW-006	200	1	False	False	pending	Hostile review no-mutation and parity tests			HostileReview_Default_DoesNotMutateProductFiles; HostileReview_SurfaceParity_RestReplDirectorPlugin.
test	TEST-MCP-HYGIENE-001	200	1	False	False	pending	Workspace validation contract tests			WorkspaceValidation_ResultContract_HasRequiredFields; WorkspaceValidation_CleanWorkspace_ZeroFindings; WorkspaceValidation_UnknownRuleCode_Diagnostic.
test	TEST-MCP-HYGIENE-002	200	1	False	False	pending	Traceability hygiene rule tests			Rule_FrTrTest_MissingAcceptanceCriteria_FindsRecord; Rule_TrWithNoFr_Orphan; Rule_FrMissingTrOrTest_Orphan; Rule_TestWithNoFr_Orphan; Rule_BrokenOrDuplicateMapping.
test	TEST-MCP-HYGIENE-003	200	1	False	False	pending	TODO consistency hygiene tests			Rule_DoneTrue_IncompleteTasks; Rule_DoneFalse_AllTasksComplete; Rule_DoneWithoutDoneSummary; Rule_RemainingContradictsCompletion; Rule_MissingDependencyTarget; Rule_MissingReferencedRequirementId.
test	TEST-MCP-HYGIENE-004	200	1	False	False	pending	Stale turn and triage hygiene tests			Rule_InProgressTurn_OlderThan48h_UtcClock; Rule_TriageNonTerminal_UsesLiveDomainEnum; Rule_StaleThresholdOverride_BoundedAuthenticatedRecorded; Validation_AuthRequired; Validation_CancellationHonored; Validation_LargeWorkspace_Paginates.
test	TEST-MCP-HYGIENE-005	200	1	False	False	pending	Hygiene surface parity tests			Parity_RestDirectorReplPlugin_SameRuleCodesAndCounts; Director_Exit1_WhenErrorSeverityPresent; Director_Exit0_WhenWarningOnly; Validation_NeverAutoRepairs.
test	TEST-MCP-WIKIEXPORT-003	200	1	False	False	pending	Wiki dump export tests			WikiExport_WithoutDumpFlag_UnchangedBehavior; WikiExport_WithDumpFlag_WritesVersionedJsonKeyedByWorkspace; Dump_ContainsTodoRowsAndRequirementLinksMatchingStore; Dump_Sha256_MatchesCanonicalUtf8Json.
test	TEST-MCP-WIKIEXPORT-004	200	1	False	False	pending	Wiki dump import tests			AddWorkspace_DumpParam_HydratesTodosFromDumpNotTodoYaml; Import_RemapsWorkspaceIdAndPaths_OldIdAbsent; Import_MalformedDump_VersionMismatch_MissingTables_UnsafePath_Rejected; Import_IdempotentReimport_NoDuplicateTodos.
test	TEST-MCP-WIKIEXPORT-005	200	1	False	False	pending	todo.yaml deprecation tests			TodoYaml_NotSourceOfTruth_WhenDumpPresent; TodoYaml_Cleanup_ArchivesWithEvidence_NoSilentDelete; DumpAndTodoYaml_Conflict_DumpWins_DiagnosticNamesBoth.
test	TEST-MCP-PLUGINCORE-004	200	3	False	False	pending	Plugin session-log dialog parsing regression coverage			Automated PowerShell runtime and plugin parity tests SHALL cover dictionary-backed multi-item dialog parsing, persistence delegation, empty-payload failure, propagation, and checksum integrity with zero failures and zero skips.
test	TEST-MCP-PLUGINCORE-005	200	3	False	False	pending	Validates TR-MCP-PLUGINCORE-005. Doc-presence + parse check (receipt captured 2026-07-16): ConvertFrom-Yaml parses both templates/prompt-templates.yaml and src/McpServer.Support.Mcp/graphrag-global/input/canonical/templates/prompt-templates.yaml; both contain the strings 'same volume as the target' and 'cross-volume move' in the PowerShell.Mcp Command Routing block; the added guidance text contains no em-dashes/en-dashes (pre-existing dashes elsewhere in the template are out of scope).			Validates TR-MCP-PLUGINCORE-005. Doc-presence + parse check (receipt captured 2026-07-16): ConvertFrom-Yaml parses both templates/prompt-templates.yaml and src/McpServer.Support.Mcp/graphrag-global/input/canonical/templates/prompt-templates
test	TEST-MCP-REPL-025	200	4	False	False	pending	REPL session-log degraded persistence tests			Mock-backed unit and real-filesystem integration tests SHALL prove primary and failsafe strategy isolation, non-terminal degradation isolation, terminal notification, replay artifact fidelity, V4 path scoping, atomic writes, cancellation, d
test	TEST-MCP-REPL-026	200	2	False	False	pending	Validates TR-MCP-REPL-011 (PascalCase session-id agent + openSession persistence). mcpserver-claude-code-plugin/tests/SessionIdCanonicalAgent.Tests.ps1 dot-sources ..\lib\repl-invoke.ps1: asserts Get-ReplCanonicalAgentName('default')='Default' and matches ^[A-Z][A-Za-z0-9]*$, 'claude-code'/'claudecode'='ClaudeCode', 'codex'='Codex', 'grok'='GrokCode'; and Invoke-WorkflowOpenSession with 'sessionId: ClaudeCode-...-explicit' writes status=verified + that sessionId into session-state.yaml and returns true. Red before implementation (functions did not exist / openSession was a no-op), green after. Note: uses id 026 because TEST-MCP-REPL-011 was already taken.			Validates TR-MCP-REPL-011 (PascalCase session-id agent + openSession persistence). mcpserver-claude-code-plugin/tests/SessionIdCanonicalAgent.Tests.ps1 dot-sources ..\lib\repl-invoke.ps1: asserts Get-ReplCanonicalAgentName('default')='Defau
test	TEST-MCP-REPL-027	200	3	False	False	pending	Validates TR-MCP-REPL-012. mcpserver-claude-code-plugin/tests/ReplMethodTimeout.Tests.ps1 dot-sources ..\lib\repl-invoke.ps1: asserts Get-ReplMethodTimeoutSeconds returns >30 for workflow.todo.analyzeRequirements and workflow.requirements.generateDocument and exactly 30 for workflow.sessionlog.completeTurn/beginTurn; and with REPL_TIMEOUT=45/REPL_LONG_TIMEOUT=600 set, returns 45 for sessionlog and 600 for analyzeRequirements. Red before implementation (function absent), green after; Invoke-ReplRaw now uses Get-ReplMethodTimeoutSeconds.			Validates TR-MCP-REPL-012. mcpserver-claude-code-plugin/tests/ReplMethodTimeout.Tests.ps1 dot-sources ..\lib\repl-invoke.ps1: asserts Get-ReplMethodTimeoutSeconds returns >30 for workflow.todo.analyzeRequirements and workflow.requirements.g
test	TEST-MCP-REPL-028	200	1	False	False	pending	ReplWorkspaceResolution.Tests.ps1: a marker-bearing current directory outranks an inherited MCP_WORKSPACE_PATH when the repl bridge resolves the workspace. Validates TR-MCP-REPL-013 / BUG-TRIAGE-077.			ReplWorkspaceResolution.Tests.ps1: a marker-bearing current directory outranks an inherited MCP_WORKSPACE_PATH when the repl bridge resolves the workspace. Validates TR-MCP-REPL-013 / BUG-TRIAGE-077.
test	TEST-MCP-REPL-041	404		False	False					
test	TEST-MCP-195	200	7	False	False	pending	Pester in plugins/core covering FR-MCP-170/171/172: (1) Invoke-WorkflowAppendDialog for an existing current-turn does not call client.SessionLog.SubmitAsync and does call AppendDialogAsync or POST dialog. (2) Invoke-ReplPersistTurn on HTTP 503 backend_unavailable returns false, sets degraded/queued details, leaves failsafe, does not throw. (3) Failsafe drain on SubmitAsync timeout/503 aborts without drainAttempts increment, without ReplFailsafeDrainCompleted latch, without Failsafe queue drain failed on stderr, and a later drain replays. (4) getFr EXIT 0 with body before 30s when a queued session_submit 503s.			Pester in plugins/core covering FR-MCP-170/171/172: (1) Invoke-WorkflowAppendDialog for an existing current-turn does not call client.SessionLog.SubmitAsync and does call AppendDialogAsync or POST dialog. (2) Invoke-ReplPersistTurn on HTTP 
test	TEST-MCP-PLUGININT-001	200	5	False	False	pending	Eight-agent Session Log plugin integration matrix			A shared deterministic Theory and companion AiTheory matrix must exercise the real Session Log workflow for all supported agent plugins.
mapping	FR-MCP-HOSTILEREVIEW-001	200		False	False			TR-MCP-HOSTILEREVIEW-001	TEST-MCP-HOSTILEREVIEW-001	
mapping	FR-MCP-HOSTILEREVIEW-002	200		False	False			TR-MCP-HOSTILEREVIEW-002	TEST-MCP-HOSTILEREVIEW-002	
mapping	FR-MCP-HOSTILEREVIEW-003	200		False	False			TR-MCP-HOSTILEREVIEW-003	TEST-MCP-HOSTILEREVIEW-003	
mapping	FR-MCP-HOSTILEREVIEW-004	200		False	False			TR-MCP-HOSTILEREVIEW-004	TEST-MCP-HOSTILEREVIEW-004	
mapping	FR-MCP-HOSTILEREVIEW-005	200		False	False			TR-MCP-HOSTILEREVIEW-005	TEST-MCP-HOSTILEREVIEW-005	
mapping	FR-MCP-HOSTILEREVIEW-006	200		False	False			TR-MCP-HOSTILEREVIEW-006	TEST-MCP-HOSTILEREVIEW-006	
mapping	FR-MCP-HYGIENE-001	200		False	False			TR-MCP-HYGIENE-001	TEST-MCP-HYGIENE-001	
mapping	FR-MCP-HYGIENE-002	200		False	False			TR-MCP-HYGIENE-002	TEST-MCP-HYGIENE-002	
mapping	FR-MCP-HYGIENE-003	200		False	False			TR-MCP-HYGIENE-003	TEST-MCP-HYGIENE-003	
mapping	FR-MCP-HYGIENE-004	200		False	False			TR-MCP-HYGIENE-004	TEST-MCP-HYGIENE-004	
mapping	FR-MCP-HYGIENE-005	200		False	False			TR-MCP-HYGIENE-005	TEST-MCP-HYGIENE-005	
mapping	FR-MCP-WIKIEXPORT-003	200		False	False			TR-MCP-WIKIEXPORT-003	TEST-MCP-WIKIEXPORT-003	
mapping	FR-MCP-WIKIEXPORT-004	200		False	False			TR-MCP-WIKIEXPORT-004	TEST-MCP-WIKIEXPORT-004	
mapping	FR-MCP-WIKIEXPORT-005	200		False	False			TR-MCP-WIKIEXPORT-005	TEST-MCP-WIKIEXPORT-005	
mapping	FR-MCP-PLUGINCORE-004	200		False	False			TR-MCP-PLUGINCORE-004,TR-MCP-PLUGINCORE-005	TEST-MCP-PLUGINCORE-004,TEST-MCP-PLUGINCORE-005	
mapping	FR-MCP-REPL-009	200		False	False			TR-MCP-REPL-010,TR-MCP-REPL-011,TR-MCP-REPL-012,TR-MCP-REPL-013	TEST-MCP-REPL-025,TEST-MCP-REPL-026,TEST-MCP-REPL-027,TEST-MCP-REPL-028	
mapping	FR-MCP-PLUGININT-001	200		False	False			TR-MCP-PLUGININT-001	TEST-MCP-PLUGININT-001	
mapping	FR-MCP-172	200		False	False			TR-MCP-PERSIST-003	TEST-MCP-195	
