Kind	Id	Http	AcCount	Status	Title	TrIds	TestIds	AcTexts
fr	FR-MCP-HYGIENE-005	200	5	pending	FR-MCP-HYGIENE-005			AC1|sat=False|Authenticated REST, Director command, REPL command, and plugin skill expose the same validation. || AC2|sat=False|Parity: same rule codes, identities, severities, counts, and threshold. || AC3|sat=False|Validation never auto-repairs or deletes records. || AC4|sat=False|Director exit 1 when any finding has severity Error or Critical. || AC5|sat=False|Director exit 0 when findings are empty or Warning-only; JSON is always written.
fr	FR-MCP-WIKIEXPORT-003	200	3	pending	FR-MCP-WIKIEXPORT-003			AC1|sat=False|Without flag, export is byte-equivalent to current wiki zip/tree behavior (no dump file). || AC2|sat=False|With flag, dump has schemaVersion, exportedAtUtc, sourceWorkspaceKey, sourceWorkspacePath, tables[], todos[], todoRequirementLinks[], SHA-256 hashes, diagnostics. || AC3|sat=False|Dump TODO rows and requirement links match store query for that workspace.
fr	FR-MCP-WIKIEXPORT-004	200	3	pending	FR-MCP-WIKIEXPORT-004			AC1|sat=False|Hydrated TODOs come from dump rows. || AC2|sat=False|Old workspace id does not appear in the new store. || AC3|sat=False|Malformed dump, version mismatch, missing tables, unsafe path: rejected, no partial write.
fr	FR-MCP-WIKIEXPORT-005	200	3	pending	FR-MCP-WIKIEXPORT-005			AC1|sat=False|todo.yaml is not used as TODO source when dump is present. || AC2|sat=False|Cleanup archives to .mcpServer/archive/todo-yaml/ with evidence; never silent delete. || AC3|sat=False|Conflict diagnostic names both paths.
fr	FR-MCP-WIKIEXPORT-001	200	7	completed	Configurable requirements wiki export tree			FR-MCP-WIKIEXPORT-001-AC1|sat=True|When docs/wiki.yaml is absent, GenerateWikiAsync produces the same canonical Home, requirements documents, manifests, GitHub _Sidebar.md and _Footer.md, and Azure .order output as before. || FR-MCP-WIKIEXPORT-001-AC2|sat=True|When docs/wiki.yaml is present, the documents collection is the complete flattened export list and every navigation document reference must resolve to exactly one declared document. || FR-MCP-WIKIEXPORT-001-AC3|sat=True|Declared documents can use generated requirement sources and workspace-relative Markdown source files, and their target paths are written under each eligible platform output folder. || FR-MCP-WIKIEXPORT-001-AC4|sat=True|The optional home template renders generatedAtUtc, navigation, and documents tokens; absent home templates fall back to a generated home page derived from the navigation tree. || FR-MCP-WIKIEXPORT-001-AC5|sat=True|Platform filters control whether declared documents appear in GitHub, Azure, or both, and generated manifests list only files exported for that platform. || FR-MCP-WIKIEXPORT-001-AC6|sat=True|Invalid docs/wiki.yaml content fails with actionable validation errors before any export file is modified. || FR-MCP-WIKIEXPORT-001-AC7|sat=True|GitHub sidebar and Azure order files are generated from the complete navigation tree, including nested folder navigation.
fr	FR-MCP-WIKIEXPORT-002	200	5	completed	Default wiki export configuration during marker generation			FR-MCP-WIKIEXPORT-002-AC1|sat=True|Marker generation creates docs/wiki.yaml under the workspace root when that file is absent. || FR-MCP-WIKIEXPORT-002-AC2|sat=True|Marker generation leaves an existing docs/wiki.yaml byte-for-byte unchanged. || FR-MCP-WIKIEXPORT-002-AC3|sat=True|The default wiki.yaml uses schema mcp-wiki-export/v1 and declares a complete flattened document list for generated home, functional, technical, testing, mapping, and matrix documents. || FR-MCP-WIKIEXPORT-002-AC4|sat=True|The default navigation tree references every declared document exactly once and is valid for both GitHub and Azure wiki export. || FR-MCP-WIKIEXPORT-002-AC5|sat=True|The generated default config is written through object serialization, not line-based YAML construction.
fr	FR-MCP-PLUGINCORE-004	200	3	pending	Reliable plugin session-log dialog parsing			FR-MCP-PLUGINCORE-004-AC001|sat=False|Documented dialogItems arrays preserve every dialog item and increment auditDialog by the accepted item count. || FR-MCP-PLUGINCORE-004-AC002|sat=False|Empty or unparseable appendDialog payloads return failure with an actionable error instead of a silent successful no-op. || FR-MCP-PLUGINCORE-004-AC003|sat=False|The canonical parsing fix propagates to every official plugin distribution without checksum drift.
fr	FR-MCP-REPL-009	200	4	pending	Degraded session-log persistence isolation			FR-MCP-REPL-009-AC001|sat=False|Open, begin, update, appendDialog, and appendActions remain successful when primary MCP Session Log persistence fails but failsafe persistence succeeds. || FR-MCP-REPL-009-AC002|sat=False|The failsafe artifact contains a replayable session-log persistence envelope including the attempted turn data and status. || FR-MCP-REPL-009-AC003|sat=False|completeTurn and failTurn report degraded persistence, the independent strategy name, and the absolute failsafe path without claiming primary MCP persistence succeeded. || FR-MCP-REPL-009-AC004|sat=False|Primary persistence success produces no pending failsafe artifact and reports normal MCP persistence.
fr	FR-MCP-PLUGININT-001	200	5	pending	End-to-end Session Log validation for every agent plugin			ac-1|sat=False|Every supported plugin has a scenario that bootstraps a session, begins a turn, appends representative action and dialog data, completes the turn, and verifies durable server-visible content. || ac-2|sat=False|Each scenario resolves cache state only under {workspace}/.mcpServer/{agent}. || ac-3|sat=False|Setting PLUGIN_ROOT_OVERRIDE cannot redirect session or turn cache state. || ac-4|sat=False|The deterministic workflow assertions and companion aiUnit semantic assertions execute for all eight plugin scenarios. || ac-5|sat=False|The validation target reports zero failed and zero skipped tests and identifies the exact plugin source revision used by each scenario.
fr	FR-MCP-172	200	0	pending	Failsafe drain does not poison successful plugin calls			
tr	TR-MCP-HOSTILEREVIEW-001	200	4	pending	TR-MCP-HOSTILEREVIEW-001			AC1|sat=False|Request includes target type, mode, scope statement, artifact links, requester identity, workspace identity, optional AC list. || AC2|sat=False|Serialized request JSON greater than 1048576 bytes is rejected with no queue row. || AC3|sat=False|Authenticated workspace scope: foreign workspace is 403 and no queue row. || AC4|sat=False|Valid request creates a QueueItem with stable id and status queued.
tr	TR-MCP-HOSTILEREVIEW-002	200	3	pending	TR-MCP-HOSTILEREVIEW-002			AC1|sat=False|Missing link produces a diagnostic, not silent omit. || AC2|sat=False|Unauthorized or stale or ambiguous link produces a diagnostic, not silent omit. || AC3|sat=False|Successful resolve stores the resolved artifact identity and hash when available.
tr	TR-MCP-HOSTILEREVIEW-003	200	3	pending	TR-MCP-HOSTILEREVIEW-003			AC1|sat=False|Execution row records model string, effort level, agent identity, plugin/source surface. || AC2|sat=False|Execution row records prompt template id and version, run id, start/end UTC. || AC3|sat=False|Token/runtime metadata stored when provided; omitted with diagnostic when not provided, not fabricated.
tr	TR-MCP-HOSTILEREVIEW-004	200	3	pending	TR-MCP-HOSTILEREVIEW-004			AC1|sat=False|Findings distinguish defects, risks, missing tests, unclear requirements, insufficient disclosure, out-of-scope, uncertainty. || AC2|sat=False|Verdicts are AGREE, DISAGREE, or UNKNOWN only. || AC3|sat=False|Request-quality scores disclosure, scope clarity, objective clarity, confidence, enough-context as explicit fields.
tr	TR-MCP-HOSTILEREVIEW-005	200	3	pending	TR-MCP-HOSTILEREVIEW-005			AC1|sat=False|Query with each dimension returns only matching runs. || AC2|sat=False|Combined filters AND. || AC3|sat=False|Empty match is empty list, not error.
tr	TR-MCP-HOSTILEREVIEW-006	200	3	pending	TR-MCP-HOSTILEREVIEW-006			AC1|sat=False|Completing a review does not edit product files, requirements, or TODOs. || AC2|sat=False|REST, REPL, Director, plugin skill expose submit/status/get/query only. || AC3|sat=False|No hidden repair/apply endpoint is registered in this TODO.
tr	TR-MCP-HYGIENE-001	200	3	pending	TR-MCP-HYGIENE-001			AC1|sat=False|Result contract has rule code/version, severity, entity kind, workspace identity, record IDs, evidence, remediation, run timestamp, duration, summary counts. || AC2|sat=False|Clean workspace produces zero findings. || AC3|sat=False|Registry is versioned; unknown rule code is not silently skipped.
tr	TR-MCP-HYGIENE-002	200	5	pending	TR-MCP-HYGIENE-002			AC1|sat=False|FR/TR (and TEST unless excluded by a documented rule) with no AC rows is a finding with record id and evidence. || AC2|sat=False|TR mapped to no FR is a finding. || AC3|sat=False|FR lacking required TR or TEST coverage is a finding. || AC4|sat=False|TEST mapped to no FR is a finding. || AC5|sat=False|Broken or duplicate mappings are findings.
tr	TR-MCP-HYGIENE-003	200	6	pending	TR-MCP-HYGIENE-003			AC1|sat=False|done=true with any incomplete implementation task is a finding. || AC2|sat=False|done=false with all implementation tasks complete is a finding. || AC3|sat=False|done=true without doneSummary is a finding. || AC4|sat=False|remaining text that contradicts completion is a finding. || AC5|sat=False|missing dependency target ids are findings. || AC6|sat=False|missing referenced requirement IDs are findings.
tr	TR-MCP-HYGIENE-004	200	6	pending	TR-MCP-HYGIENE-004			AC1|sat=False|Turns in_progress more than 48h after the authoritative timestamp (injectable UTC clock) are findings. || AC2|sat=False|Triage reports in live non-terminal states from the domain model are findings; processing failure is distinct from pending. || AC3|sat=False|Threshold override must be positive, at most 168h, authenticated, and recorded on the run. || AC4|sat=False|Unauthenticated validate is rejected. || AC5|sat=False|Cancellation is honored. || AC6|sat=False|Large workspaces paginate rather than unbounded load.
tr	TR-MCP-HYGIENE-005	200	5	pending	TR-MCP-HYGIENE-005			AC1|sat=False|Authenticated REST, Director command, REPL command, and plugin skill expose the same validation. || AC2|sat=False|Parity: same rule codes, identities, severities, counts, and threshold. || AC3|sat=False|Validation never auto-repairs or deletes records. || AC4|sat=False|Director exit 1 when any finding has severity Error or Critical. || AC5|sat=False|Director exit 0 when findings are empty or Warning-only; JSON is always written.
tr	TR-MCP-WIKIEXPORT-003	200	3	pending	TR-MCP-WIKIEXPORT-003			AC1|sat=False|Without flag, export is byte-equivalent to current wiki zip/tree behavior (no dump file). || AC2|sat=False|With flag, dump has schemaVersion, exportedAtUtc, sourceWorkspaceKey, sourceWorkspacePath, tables[], todos[], todoRequirementLinks[], SHA-256 hashes, diagnostics. || AC3|sat=False|Dump TODO rows and requirement links match store query for that workspace.
tr	TR-MCP-WIKIEXPORT-004	200	3	pending	TR-MCP-WIKIEXPORT-004			AC1|sat=False|Hydrated TODOs come from dump rows. || AC2|sat=False|Old workspace id does not appear in the new store. || AC3|sat=False|Malformed dump, version mismatch, missing tables, unsafe path: rejected, no partial write.
tr	TR-MCP-WIKIEXPORT-005	200	3	pending	TR-MCP-WIKIEXPORT-005			AC1|sat=False|todo.yaml is not used as TODO source when dump is present. || AC2|sat=False|Cleanup archives to .mcpServer/archive/todo-yaml/ with evidence; never silent delete. || AC3|sat=False|Conflict diagnostic names both paths.
tr	TR-MCP-PLUGINCORE-004	200	2	pending	Dictionary-safe plugin dialog parsing			TR-MCP-PLUGINCORE-004-AC001|sat=False|Get-ReplDialogItemsFromParams supports ConvertFrom-Yaml dictionary output and PSCustomObject output. || TR-MCP-PLUGINCORE-004-AC002|sat=False|Invoke-WorkflowAppendDialog returns failure and writes an actionable error when no items are parsed.
tr	TR-MCP-PLUGINCORE-005	200	2	pending	PowerShell.MCP cross-volume text-edit workaround documented			AC1|sat=False|templates/prompt-templates.yaml and its graphrag canonical mirror both contain the same-volume TEMP/TMP + verify-after-edit note and both parse as YAML. || AC2|sat=False|The added guidance contains no em-dashes.
tr	TR-MCP-REPL-010	200	4	pending	Independent REPL session-log persistence strategies			TR-MCP-REPL-010-AC001|sat=False|Primary and failsafe persistence implementations are independently mockable and neither implementation contains fallback orchestration. || TR-MCP-REPL-010-AC002|sat=False|Failover does not catch explicit caller cancellation and propagates an error when both primary and failsafe persistence fail. || TR-MCP-REPL-010-AC003|sat=False|Failsafe writes use an atomic replace or move and return the final absolute artifact path. || TR-MCP-REPL-010-AC004|sat=False|Terminal dispatcher results expose degraded, persistenceStrategy, failsafePath, and message fields.
tr	TR-MCP-REPL-011	200	2	pending	PascalCase session-id agent + openSession persistence			AC1|sat=False|Get-ReplCanonicalAgentName maps default to Default, claude-code/claudecode to ClaudeCode, codex to Codex, grok to GrokCode, and output always matches ^[A-Z][A-Za-z0-9]*$. || AC2|sat=False|Invoke-WorkflowOpenSession given an explicit sessionId writes status=verified plus that sessionId into session-state.yaml and returns true.
tr	TR-MCP-REPL-012	200	3	pending	Per-method REPL invocation timeout			AC1|sat=False|Get-ReplMethodTimeoutSeconds returns greater than 30 for analyzeRequirements/generateDocument and 30 for sessionlog workflow methods completeTurn and beginTurn. || AC2|sat=False|REPL_TIMEOUT overrides the short default and REPL_LONG_TIMEOUT overrides the long budget; Invoke-ReplRaw uses Get-ReplMethodTimeoutSeconds. || AC3|sat=False|client.SessionLog.SubmitAsync while ReplFailsafeDraining uses REPL_FAILSAFE_DRAIN_TIMEOUT default 120 or REPL_TIMEOUT when that is greater; this does not raise completeTurn/beginTurn above 30s.
tr	TR-MCP-REPL-013	200	1	pending	Marker-bearing current directory outranks inherited workspace env for repl resolution			AC1|sat=False|With a marker at cwd and a conflicting MCP_WORKSPACE_PATH, resolution returns cwd.
tr	TR-MCP-PERSIST-003	200	3	pending	Failsafe drain inspects errors without Write-Error Stop skip			AC1|sat=False|Failsafe drain on SubmitAsync timeout or 503 aborts without incrementing drainAttempts and without latching ReplFailsafeDrainCompleted. || AC2|sat=False|getFr returns before 30s when a queued session_submit 503s. || AC3|sat=False|Get-ReplMethodTimeoutSeconds during drain for client.SessionLog.SubmitAsync is REPL_FAILSAFE_DRAIN_TIMEOUT default 120, or REPL_TIMEOUT when greater, never hardcoded 2.
tr	TR-MCP-PLUGININT-001	200	6	pending	Shared multi-plugin Session Log integration harness			ac-1|sat=False|A typed PluginSessionLogScenario catalog contains agent identity, repository, supported entrypoint, environment variables, cache folder name, and expected source type for all eight plugins. || ac-2|sat=False|The fixture starts or binds to a real MCP Server on an isolated workspace and verifies marker trust before invoking plugins. || ac-3|sat=False|PowerShell/hook plugins and Node SDK plugins are invoked through their supported production entrypoints, not by bypassing them with raw REST. || ac-4|sat=False|Each row asserts session, turn, action, dialog, completion status, cache path, source revision, and failsafe cleanup from server and filesystem receipts. || ac-5|sat=False|AiTheory rows use the same scenario catalog to review persisted YAML/receipt semantics; deterministic Theory rows remain the correctness gate. || ac-6|sat=False|The explicit plugin-integration target preflights aiUnit strategy availability and fails when any scenario is skipped.
test	TEST-MCP-HOSTILEREVIEW-001	200	4	pending	FR-MCP-HOSTILEREVIEW-001 tests			AC1|sat=False|Request includes target type, mode, scope statement, artifact links, requester identity, workspace identity, optional AC list. || AC2|sat=False|Serialized request JSON greater than 1048576 bytes is rejected with no queue row. || AC3|sat=False|Authenticated workspace scope: foreign workspace is 403 and no queue row. || AC4|sat=False|Valid request creates a QueueItem with stable id and status queued.
test	TEST-MCP-HOSTILEREVIEW-002	200	3	pending	FR-MCP-HOSTILEREVIEW-002 tests			AC1|sat=False|Missing link produces a diagnostic, not silent omit. || AC2|sat=False|Unauthorized or stale or ambiguous link produces a diagnostic, not silent omit. || AC3|sat=False|Successful resolve stores the resolved artifact identity and hash when available.
test	TEST-MCP-HOSTILEREVIEW-003	200	3	pending	FR-MCP-HOSTILEREVIEW-003 tests			AC1|sat=False|Execution row records model string, effort level, agent identity, plugin/source surface. || AC2|sat=False|Execution row records prompt template id and version, run id, start/end UTC. || AC3|sat=False|Token/runtime metadata stored when provided; omitted with diagnostic when not provided, not fabricated.
test	TEST-MCP-HOSTILEREVIEW-004	200	3	pending	FR-MCP-HOSTILEREVIEW-004 tests			AC1|sat=False|Findings distinguish defects, risks, missing tests, unclear requirements, insufficient disclosure, out-of-scope, uncertainty. || AC2|sat=False|Verdicts are AGREE, DISAGREE, or UNKNOWN only. || AC3|sat=False|Request-quality scores disclosure, scope clarity, objective clarity, confidence, enough-context as explicit fields.
test	TEST-MCP-HOSTILEREVIEW-005	200	3	pending	FR-MCP-HOSTILEREVIEW-005 tests			AC1|sat=False|Query with each dimension returns only matching runs. || AC2|sat=False|Combined filters AND. || AC3|sat=False|Empty match is empty list, not error.
test	TEST-MCP-HOSTILEREVIEW-006	200	3	pending	FR-MCP-HOSTILEREVIEW-006 tests			AC1|sat=False|Completing a review does not edit product files, requirements, or TODOs. || AC2|sat=False|REST, REPL, Director, plugin skill expose submit/status/get/query only. || AC3|sat=False|No hidden repair/apply endpoint is registered in this TODO.
test	TEST-MCP-HYGIENE-001	200	3	pending	FR-MCP-HYGIENE-001 tests			AC1|sat=False|Result contract has rule code/version, severity, entity kind, workspace identity, record IDs, evidence, remediation, run timestamp, duration, summary counts. || AC2|sat=False|Clean workspace produces zero findings. || AC3|sat=False|Registry is versioned; unknown rule code is not silently skipped.
test	TEST-MCP-HYGIENE-002	200	5	pending	FR-MCP-HYGIENE-002 tests			AC1|sat=False|FR/TR (and TEST unless excluded by a documented rule) with no AC rows is a finding with record id and evidence. || AC2|sat=False|TR mapped to no FR is a finding. || AC3|sat=False|FR lacking required TR or TEST coverage is a finding. || AC4|sat=False|TEST mapped to no FR is a finding. || AC5|sat=False|Broken or duplicate mappings are findings.
test	TEST-MCP-HYGIENE-003	200	6	pending	FR-MCP-HYGIENE-003 tests			AC1|sat=False|done=true with any incomplete implementation task is a finding. || AC2|sat=False|done=false with all implementation tasks complete is a finding. || AC3|sat=False|done=true without doneSummary is a finding. || AC4|sat=False|remaining text that contradicts completion is a finding. || AC5|sat=False|missing dependency target ids are findings. || AC6|sat=False|missing referenced requirement IDs are findings.
test	TEST-MCP-HYGIENE-004	200	6	pending	FR-MCP-HYGIENE-004 tests			AC1|sat=False|Turns in_progress more than 48h after the authoritative timestamp (injectable UTC clock) are findings. || AC2|sat=False|Triage reports in live non-terminal states from the domain model are findings; processing failure is distinct from pending. || AC3|sat=False|Threshold override must be positive, at most 168h, authenticated, and recorded on the run. || AC4|sat=False|Unauthenticated validate is rejected. || AC5|sat=False|Cancellation is honored. || AC6|sat=False|Large workspaces paginate rather than unbounded load.
test	TEST-MCP-HYGIENE-005	200	5	pending	FR-MCP-HYGIENE-005 tests			AC1|sat=False|Authenticated REST, Director command, REPL command, and plugin skill expose the same validation. || AC2|sat=False|Parity: same rule codes, identities, severities, counts, and threshold. || AC3|sat=False|Validation never auto-repairs or deletes records. || AC4|sat=False|Director exit 1 when any finding has severity Error or Critical. || AC5|sat=False|Director exit 0 when findings are empty or Warning-only; JSON is always written.
test	TEST-MCP-WIKIEXPORT-003	200	3	pending	FR-MCP-WIKIEXPORT-003 tests			AC1|sat=False|Without flag, export is byte-equivalent to current wiki zip/tree behavior (no dump file). || AC2|sat=False|With flag, dump has schemaVersion, exportedAtUtc, sourceWorkspaceKey, sourceWorkspacePath, tables[], todos[], todoRequirementLinks[], SHA-256 hashes, diagnostics. || AC3|sat=False|Dump TODO rows and requirement links match store query for that workspace.
test	TEST-MCP-WIKIEXPORT-004	200	3	pending	FR-MCP-WIKIEXPORT-004 tests			AC1|sat=False|Hydrated TODOs come from dump rows. || AC2|sat=False|Old workspace id does not appear in the new store. || AC3|sat=False|Malformed dump, version mismatch, missing tables, unsafe path: rejected, no partial write.
test	TEST-MCP-WIKIEXPORT-005	200	3	pending	FR-MCP-WIKIEXPORT-005 tests			AC1|sat=False|todo.yaml is not used as TODO source when dump is present. || AC2|sat=False|Cleanup archives to .mcpServer/archive/todo-yaml/ with evidence; never silent delete. || AC3|sat=False|Conflict diagnostic names both paths.
test	TEST-MCP-PLUGINCORE-004	200	3	pending	Plugin session-log dialog parsing regression coverage			TEST-MCP-PLUGINCORE-004-AC001|sat=False|A red test reproduces the documented appendDialog silent no-op with ConvertFrom-Yaml dictionary output. || TEST-MCP-PLUGINCORE-004-AC002|sat=False|Tests prove multi-item delegation and fail-closed empty payload behavior. || TEST-MCP-PLUGINCORE-004-AC003|sat=False|Canonical and propagated plugin suites complete with zero failures and zero skips.
test	TEST-MCP-PLUGINCORE-005	200	3	pending	Validates TR-MCP-PLUGINCORE-005. Doc-presence + parse check (receipt captured 2026-07-16): ConvertFrom-Yaml parses both templates/prompt-templates.yaml and src/McpServer.Support.Mcp/graphrag-global/input/canonical/templates/prompt-templates.yaml; both contain the strings 'same volume as the target' and 'cross-volume move' in the PowerShell.Mcp Command Routing block; the added guidance text contains no em-dashes/en-dashes (pre-existing dashes elsewhere in the template are out of scope).			AC1|sat=False|ConvertFrom-Yaml parses both templates/prompt-templates.yaml and the graphrag canonical prompt-templates.yaml. || AC2|sat=False|Both contain the strings same volume as the target and cross-volume move in the PowerShell.Mcp Command Routing block. || AC3|sat=False|The added guidance text contains no em-dashes or en-dashes.
test	TEST-MCP-REPL-025	200	4	pending	REPL session-log degraded persistence tests			TEST-MCP-REPL-025-AC001|sat=False|A failing primary mock does not fail non-terminal plugin persistence when the failsafe mock succeeds. || TEST-MCP-REPL-025-AC002|sat=False|Closing a degraded turn returns the exact failsafe path and the artifact round-trips the attempted turn payload. || TEST-MCP-REPL-025-AC003|sat=False|Primary success, explicit cancellation, and dual-failure paths are covered. || TEST-MCP-REPL-025-AC004|sat=False|Current and prior McpServer.Repl.Core scopes complete with zero failures and zero skips.
test	TEST-MCP-REPL-026	200	2	pending	Validates TR-MCP-REPL-011 (PascalCase session-id agent + openSession persistence). mcpserver-claude-code-plugin/tests/SessionIdCanonicalAgent.Tests.ps1 dot-sources ..\lib\repl-invoke.ps1: asserts Get-ReplCanonicalAgentName('default')='Default' and matches ^[A-Z][A-Za-z0-9]*$, 'claude-code'/'claudecode'='ClaudeCode', 'codex'='Codex', 'grok'='GrokCode'; and Invoke-WorkflowOpenSession with 'sessionId: ClaudeCode-...-explicit' writes status=verified + that sessionId into session-state.yaml and returns true. Red before implementation (functions did not exist / openSession was a no-op), green after. Note: uses id 026 because TEST-MCP-REPL-011 was already taken.			AC1|sat=False|Get-ReplCanonicalAgentName default is Default and matches PascalCase regex; claude-code is ClaudeCode; codex is Codex; grok is GrokCode. || AC2|sat=False|Invoke-WorkflowOpenSession with explicit ClaudeCode sessionId writes status=verified and that sessionId into session-state.yaml and returns true.
test	TEST-MCP-REPL-027	200	3	pending	Validates TR-MCP-REPL-012. mcpserver-claude-code-plugin/tests/ReplMethodTimeout.Tests.ps1 dot-sources ..\lib\repl-invoke.ps1: asserts Get-ReplMethodTimeoutSeconds returns >30 for workflow.todo.analyzeRequirements and workflow.requirements.generateDocument and exactly 30 for workflow.sessionlog.completeTurn/beginTurn; and with REPL_TIMEOUT=45/REPL_LONG_TIMEOUT=600 set, returns 45 for sessionlog and 600 for analyzeRequirements. Red before implementation (function absent), green after; Invoke-ReplRaw now uses Get-ReplMethodTimeoutSeconds.			AC1|sat=False|Get-ReplMethodTimeoutSeconds returns greater than 30 for analyzeRequirements and generateDocument and exactly 30 for completeTurn and beginTurn. || AC2|sat=False|With REPL_TIMEOUT=45 and REPL_LONG_TIMEOUT=600, sessionlog methods return 45 and analyzeRequirements returns 600. || AC3|sat=False|Drain SubmitAsync timeout exception is covered by TEST-MCP-195 AC5-7 and does not change completeTurn/beginTurn expected 30s.
test	TEST-MCP-REPL-028	200	1	pending	ReplWorkspaceResolution.Tests.ps1: a marker-bearing current directory outranks an inherited MCP_WORKSPACE_PATH when the repl bridge resolves the workspace. Validates TR-MCP-REPL-013 / BUG-TRIAGE-077.			AC1|sat=False|A marker-bearing current directory outranks an inherited MCP_WORKSPACE_PATH when the repl bridge resolves the workspace.
test	TEST-MCP-REPL-041	404						
